file,pitname,datetime,x_utm13n,y_utm13n,depth_m,density_kgm3
2017-02-25/PIT_30E/pit_20170225_30E.xlsx,30E,2017-02-25 14:00:00,228716.2,4325343.5,1.51,316.7
2017-02-25/PIT_61E/pit_20170225_61E.xlsx,61E,2017-02-25 14:10:00,235863.0,4322576.1,1.83,328.5
2017-02-25/PIT_61W/pit_20170225_61W.xlsx,61W,2017-02-25 13:00:00,235607.5,4322577.0,1.78,317.1
2017-02-25/PIT_78N/pit_20170225_78N.xlsx,78N,2017-02-25 15:10:00,247262.0,4325655.0,1.83,347.2
2017-02-25/PIT_83S/pit_20170225_83S.xlsx,83S,2017-02-25 09:27:00,248575.0,4330175.0,1.64,322.5
2017-02-25/PIT_94W/pit_20170225_94W.xlsx,94W,2017-02-25 11:04:00,250345.0,4332320.0,1.34,327.9
2017-02-25/PIT_95N/pit_20170225_95N.xlsx,95N,2017-02-25 13:00:00,251675.0,4332293.0,1.51,322.5
2017-02-25/PIT_KC2C/pit_20170225_KC2C.xlsx,KC2C,2017-02-25 11:15:00,222575.7,4322779.2,0.78,299.2
2017-02-25/PIT_KC2E/pit_20170225_KC2E.xlsx,KC2E,2017-02-25 12:45:00,222616.1,4322784.6,0.96,290.0
2017-02-25/PIT_KC2N/pit_20170225_KC2N.xlsx,KC2N,2017-02-25 13:15:00,222574.8,4322826.4,0.78,276.4
2017-02-25/PIT_KC2S/pit_20170225_KC2S.xlsx,KC2S,2017-02-25 13:00:00,222589.1,4322740.2,0.72,294.9
2017-02-25/PIT_KC2W/pit_20170225_KC2W.xlsx,KC2W,2017-02-25 12:11:00,222536.9,4322783.8,0.77,292.8
2017-02-25/PIT_L36/pit_20170225_L36.xlsx,L36,2017-02-25 01:51:00,261866.0,4199311.9,0.97,302.9
2017-02-25/PIT_M30/pit_20170225_M30.xlsx,M30,2017-02-25 10:20:00,260807.0,4198712.0,1.55,326.7
2017-02-25/PIT_SJ1/pit_20170225_SJ1.xlsx,SJ1,2017-02-25 08:00:00,237470.4,4324256.9,2.05,320.3
