day.dec,latitude,N/S,longitude,E/W,GPSfix,NSats,HDOP,elevation
736382.6748032407,37.90563083333333,N,107.70792733333333,W,1,8,1.35,3350.6
736382.6748148148,37.905629833333336,N,107.70792933333334,W,1,8,1.35,3350.7
736382.674826389,37.90563016666667,N,107.70792966666667,W,1,8,1.35,3350.7
736382.674837963,37.90563,N,107.70793016666667,W,1,8,1.35,3350.7
736382.6748495371,37.90562966666667,N,107.70793033333334,W,1,8,1.35,3350.6
736382.6748611111,37.90562933333333,N,107.707931,W,1,8,1.35,3350.7
736382.6748726852,37.9056285,N,107.70793083333334,W,1,8,1.35,3350.4
736382.6748842592,37.90562833333333,N,107.70792983333334,W,1,8,1.35,3350.0
736382.6748958334,37.905628,N,107.7079285,W,1,8,1.35,3349.6
736382.6749074074,37.905628,N,107.70792733333333,W,1,8,1.35,3349.8
736382.6749189815,37.905628,N,107.7079255,W,1,8,1.35,3349.8
736382.6749305555,37.905626,N,107.70792466666667,W,1,8,1.35,3349.8
736382.6749421296,37.90562533333333,N,107.70792433333334,W,1,8,1.35,3350.0
736382.6749537037,37.905625,N,107.707924,W,1,8,1.35,3350.2
736382.6749652778,37.90562383333334,N,107.707925,W,1,8,1.35,3350.4
736382.6749768519,37.905623166666665,N,107.70792816666666,W,1,8,1.35,3350.9
736382.6749884259,37.905623,N,107.70792916666667,W,1,8,1.35,3350.9
736382.675,37.90562166666667,N,107.70793,W,1,8,1.35,3350.9
736382.675011574,37.905624,N,107.70792683333333,W,1,8,1.35,3351.0
736382.6750231482,37.905624,N,107.70792716666666,W,1,8,1.35,3351.2
736382.6750347222,37.90562366666666,N,107.70792783333333,W,1,8,1.35,3351.3
736382.6750462963,37.905623,N,107.70792716666666,W,1,8,1.35,3351.1
736382.6750578703,37.9056225,N,107.70792783333333,W,1,8,1.35,3351.2
736382.6750694445,37.905623,N,107.70792866666666,W,1,8,1.35,3351.5
736382.6750810185,37.9056235,N,107.70792883333333,W,1,8,1.35,3351.6
736382.6750925926,37.90562383333334,N,107.7079295,W,1,8,1.35,3351.7
736382.6751041666,37.9056235,N,107.70793,W,1,8,1.35,3351.8
736382.6751157407,37.90562366666666,N,107.70793,W,1,8,1.35,3351.9
736382.6751273149,37.90562516666667,N,107.70792916666667,W,1,8,1.35,3352.0
736382.6751388889,37.90562516666667,N,107.707928,W,1,8,1.35,3351.6
736382.675150463,37.90562533333333,N,107.70792616666667,W,1,8,1.35,3351.5
736382.675162037,37.9056245,N,107.707925,W,1,8,1.35,3351.2
736382.6751736111,37.90562516666667,N,107.707923,W,1,8,1.35,3351.1
736382.6751851852,37.905624833333334,N,107.707922,W,1,8,1.35,3350.9
736382.6751967593,37.90562533333333,N,107.70792133333333,W,1,8,1.35,3350.6
736382.6752083333,37.90562466666667,N,107.707921,W,1,8,1.35,3350.6
736382.6752199074,37.90562366666666,N,107.707922,W,1,8,1.35,3350.7
736382.6752314814,37.90562333333333,N,107.70792233333333,W,1,8,1.35,3351.0
736382.6752430556,37.90562366666666,N,107.70792166666666,W,1,8,1.35,3351.0
736382.6752546296,37.90562383333334,N,107.707921,W,1,8,1.35,3351.1
736382.6752662037,37.9056255,N,107.7079195,W,1,8,1.35,3351.1
736382.6752777778,37.905625666666666,N,107.707919,W,1,8,1.35,3351.1
736382.6752893518,37.905625666666666,N,107.70791883333334,W,1,8,1.35,3350.9
736382.675300926,37.90562516666667,N,107.70792,W,1,8,1.35,3350.7
736382.6753125,37.905626166666664,N,107.70792116666667,W,1,8,1.35,3350.6
736382.6753240741,37.9056255,N,107.70792233333333,W,1,8,1.35,3350.5
736382.6753356481,37.9056245,N,107.70792416666667,W,1,8,1.35,3350.6
736382.6753472222,37.90562383333334,N,107.70792566666667,W,1,8,1.35,3350.6
736382.6753587963,37.90562283333333,N,107.70792716666666,W,1,8,1.35,3350.7
736382.6753703704,37.9056215,N,107.70792916666667,W,1,8,1.35,3350.6
736382.6753819444,37.90562083333333,N,107.70793433333333,W,1,8,1.35,3350.4
